Código,Nome empresa,cd2,link Bovespa,Nome completo empresa,Link trading view,Link google,Segmento empresa,SETOR,SUBSETOR,SEGMENTO
ENAT3,ENAUTA PART,ENAT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22365,ENAUTA PARTICIPAÇÕES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENAT3,"https://www.google.com/search?q=ENAUTA PART Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
ENBR3,ENERGIAS BR,ENBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19763,EDP - ENERGIAS DO BRASIL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENBR3,https://www.google.com/search?q=ENERGIAS BR Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENEV3,ENEVA,ENEV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21237,ENEVA S.A,https://br.tradingview.com/symbols/BMFBOVESPA-ENEV3,https://www.google.com/search?q=ENEVA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI11,ENERGISA,ENGI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15253,ENERGISA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENGI11,https://www.google.com/search?q=ENERGISA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI3,ENERGISA,ENGI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15253,ENERGISA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENGI3,https://www.google.com/search?q=ENERGISA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENGI4,ENERGISA,ENGI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15253,ENERGISA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENGI4,https://www.google.com/search?q=ENERGISA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENJU3,ENJOEI,ENJU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25259&idioma=pt-br,ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ENJU3,https://www.google.com/search?q=ENJOEI Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
ENMT3,ENERGISA MT,ENMT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14605,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,https://br.tradingview.com/symbols/BMFBOVESPA-ENMT3,https://www.google.com/search?q=ENERGISA MT Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ENMT4,ENERGISA MT,ENMT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14605,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,https://br.tradingview.com/symbols/BMFBOVESPA-ENMT4,https://www.google.com/search?q=ENERGISA MT Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQMA3B,EQTLMARANHAO,EQMA,http://bvmf.bmfbovespa.com.br/cias-Listadas/Empresas-Listadas/ResumoEventosCorporativos.aspx?historico=N&codigoCvm=16608&idioma=pt-br,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EQMA3B,https://www.google.com/search?q=EQTLMARANHAO Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQMA5B,EQTLMARANHAO,EQMA,http://bvmf.bmfbovespa.com.br/cias-Listadas/Empresas-Listadas/ResumoEventosCorporativos.aspx?historico=N&codigoCvm=16608&idioma=pt-br,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EQMA5B,https://www.google.com/search?q=EQTLMARANHAO Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQMA6B,EQTLMARANHAO,EQMA,http://bvmf.bmfbovespa.com.br/cias-Listadas/Empresas-Listadas/ResumoEventosCorporativos.aspx?historico=N&codigoCvm=16608&idioma=pt-br,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EQMA6B,https://www.google.com/search?q=EQTLMARANHAO Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQTL3,EQTL PARA,EQPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20010&idioma=pt-br,EQUATORIAL ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EQTL3,https://www.google.com/search?q=EQTL PARA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
EQTL3,EQUATORIAL,EQTL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20010,EQUATORIAL ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EQTL3,https://www.google.com/search?q=EQUATORIAL Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
ESPA3,ESPACOLASER,ESPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25445&idioma=pt-br,MPM CORPÓREOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ESPA3,https://www.google.com/search?q=ESPACOLASER Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
ESTR3,ESTRELA,ESTR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8427,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ESTR3,https://www.google.com/search?q=ESTRELA Brinquedos e Jogos,Brinquedos e Jogos,Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
ESTR4,ESTRELA,ESTR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8427,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ESTR4,https://www.google.com/search?q=ESTRELA Brinquedos e Jogos,Brinquedos e Jogos,Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos
ETER3,ETERNIT,ETER,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5762,ETERNIT S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ETER3,https://www.google.com/search?q=ETERNIT Produtos para Construção,Produtos para Construção,Bens Industriais,Construção e Engenharia,Produtos para Construção
EUCA3,EUCATEX,EUCA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5770,EUCATEX S.A. INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-EUCA3,https://www.google.com/search?q=EUCATEX Madeira,Madeira,Materiais Básicos,Madeira e Papel,Madeira
EUCA4,EUCATEX,EUCA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=5770,EUCATEX S.A. INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-EUCA4,https://www.google.com/search?q=EUCATEX Madeira,Madeira,Materiais Básicos,Madeira e Papel,Madeira
EVEN3,EVEN,EVEN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20524,EVEN CONSTRUTORA E INCORPORADORA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EVEN3,https://www.google.com/search?q=EVEN Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
EZTC3,EZTEC,EZTC,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20770,EZ TEC EMPREEND. E PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-EZTC3,https://www.google.com/search?q=EZTEC Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
FESA3,FERBASA,FESA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3069,CIA FERRO LIGAS DA BAHIA - FERBASA,https://br.tradingview.com/symbols/BMFBOVESPA-FESA3,https://www.google.com/search?q=FERBASA Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
FESA4,FERBASA,FESA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3069,CIA FERRO LIGAS DA BAHIA - FERBASA,https://br.tradingview.com/symbols/BMFBOVESPA-FESA4,https://www.google.com/search?q=FERBASA Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
FHER3,FER HERINGER,FHER,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20621,FERTILIZANTES HERINGER S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FHER3,https://www.google.com/search?q=FER HERINGER Fertilizantes e Defensivos,Fertilizantes e Defensivos,Materiais Básicos,Químicos,Fertilizantes e Defensivos
FIGE3,INVEST BEMGE,FIGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6041,INVESTIMENTOS BEMGE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FIGE3,https://www.google.com/search?q=INVEST BEMGE Outros,Outros,Outros,Outros,Outros
FIGE4,INVEST BEMGE,FIGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6041,INVESTIMENTOS BEMGE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FIGE4,https://www.google.com/search?q=INVEST BEMGE Outros,Outros,Outros,Outros,Outros
FLEX3,FLEX S/A,FLEX,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24350,FLEX GESTÃO DE RELACIONAMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FLEX3,https://www.google.com/search?q=FLEX S/A Serviços Diversos,Serviços Diversos,Bens Industriais,Serviços Diversos,Serviços Diversos
FLRY3,FLEURY,FLRY,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21881,FLEURY S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FLRY3,https://www.google.com/search?q=FLEURY Análises e Diagnósticos,Análises e Diagnósticos,Saúde,Análises e Diagnósticos,Análises e Diagnósticos
FNCN3,FINANSINOS,FNCN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6076,FINANSINOS S.A.- CREDITO FINANC E INVEST,https://br.tradingview.com/symbols/BMFBOVESPA-FNCN3,https://www.google.com/search?q=FINANSINOS Soc. Crédito e Financiamento,Soc. Crédito e Financiamento,Financeiro,Intermediários Financeiros,Soc. Crédito e Financiamento
FRAS3,FRAS-LE,FRAS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=6211,FRAS-LE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FRAS3,https://www.google.com/search?q=FRAS-LE Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
FRIO3,METALFRIO,FRIO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20613,METALFRIO SOLUTIONS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FRIO3,https://www.google.com/search?q=METALFRIO Máq. e Equip. Industriais,Máq. e Equip. Industriais,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
FRRN3B,ALL NORTE,FRRN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15300,RUMO MALHA NORTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FRRN3B,https://www.google.com/search?q=ALL NORTE Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
FRRN5B,ALL NORTE,FRRN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15300,RUMO MALHA NORTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FRRN5B,https://www.google.com/search?q=ALL NORTE Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
FRRN6B,ALL NORTE,FRRN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15300,RUMO MALHA NORTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-FRRN6B,https://www.google.com/search?q=ALL NORTE Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
FRTA3,POMIFRUTAS,FRTA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19658,POMIFRUTAS S/A,https://br.tradingview.com/symbols/BMFBOVESPA-FRTA3,https://www.google.com/search?q=POMIFRUTAS Agricultura,Agricultura,Consumo não Cíclico,Agropecuária,Agricultura
GEPA3,GER PARANAP,GEPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18368,RIO PARANAPANEMA ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GEPA3,https://www.google.com/search?q=GER PARANAP Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
GEPA4,GER PARANAP,GEPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18368,RIO PARANAPANEMA ENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GEPA4,https://www.google.com/search?q=GER PARANAP Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
GFSA3,GAFISA,GFSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16101,GAFISA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GFSA3,https://www.google.com/search?q=GAFISA Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
GGBR3,GERDAU,GGBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3980,GERDAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GGBR3,https://www.google.com/search?q=GERDAU Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GGBR4,GERDAU,GGBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3980,GERDAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GGBR4,https://www.google.com/search?q=GERDAU Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GMAT3,GRUPO MATEUS,GMAT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25186&idioma=pt-br,GRUPO MATEUS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GMAT3,https://www.google.com/search?q=GRUPO MATEUS Alimentos,Alimentos,Consumo não Cíclico,Comércio e Distribuição,Alimentos
GNDI3,INTERMEDICA,GNDI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24384,NOTRE DAME INTERMEDICA PARTICIPACOES SA,https://br.tradingview.com/symbols/BMFBOVESPA-GNDI3,https://www.google.com/search?q=INTERMEDICA Análises e Diagnósticos,Análises e Diagnósticos,Saúde,Análises e Diagnósticos,Análises e Diagnósticos
GOAU3,GERDAU MET,GOAU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8656,METALURGICA GERDAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GOAU3,https://www.google.com/search?q=GERDAU MET Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GOAU4,GERDAU MET,GOAU,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8656,METALURGICA GERDAU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GOAU4,https://www.google.com/search?q=GERDAU MET Siderurgia,Siderurgia,Materiais Básicos,Siderurgia e Metalurgia,Siderurgia
GOLL4,GOL,GOLL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19569,GOL LINHAS AEREAS INTELIGENTES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GOLL4,https://www.google.com/search?q=GOL Transporte Aéreo,Transporte Aéreo,Bens Industriais,Transporte,Transporte Aéreo
GPAR3,CELGPAR,GPAR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21393,CIA CELG DE PARTICIPACOES - CELGPAR,https://br.tradingview.com/symbols/BMFBOVESPA-GPAR3,https://www.google.com/search?q=CELGPAR Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
GPCP3,GPC PART,GPCP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16632,GPC PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GPCP3,https://www.google.com/search?q=GPC PART Petroquímicos,Petroquímicos,Materiais Básicos,Químicos,Petroquímicos
GPCP4,GPC PART,GPCP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16632,GPC PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GPCP4,https://www.google.com/search?q=GPC PART Petroquímicos,Petroquímicos,Materiais Básicos,Químicos,Petroquímicos
GPIV33,GP INVEST,GPIV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=80020,GP INVESTMENTS. LTD.,https://br.tradingview.com/symbols/BMFBOVESPA-GPIV33,https://www.google.com/search?q=GP INVEST Gestão de Recursos e Investimentos,Gestão de Recursos e Investimentos,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
GRND3,GRENDENE,GRND,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=19615,GRENDENE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GRND3,https://www.google.com/search?q=GRENDENE Calçados,Calçados,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados
GSHP3,GENERALSHOPP,GSHP,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21008,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GSHP3,https://www.google.com/search?q=GENERALSHOPP Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
GUAR3,GUARARAPES,GUAR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4669,GUARARAPES CONFECCOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-GUAR3,"https://www.google.com/search?q=GUARARAPES Tecidos, Vestuário e Calçados","Tecidos, Vestuário e Calçados",Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados"
HAGA3,HAGA S/A,HAGA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13366,HAGA S.A. INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-HAGA3,https://www.google.com/search?q=HAGA S/A Produtos para Construção,Produtos para Construção,Bens Industriais,Construção e Engenharia,Produtos para Construção
HAGA4,HAGA S/A,HAGA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13366,HAGA S.A. INDUSTRIA E COMERCIO,https://br.tradingview.com/symbols/BMFBOVESPA-HAGA4,https://www.google.com/search?q=HAGA S/A Produtos para Construção,Produtos para Construção,Bens Industriais,Construção e Engenharia,Produtos para Construção
HAPV3,HAPVIDA,HAPV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24392&idioma=pt-br,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,https://br.tradingview.com/symbols/BMFBOVESPA-HAPV3,https://www.google.com/search?q=HAPVIDA Análises e Diagnósticos,Análises e Diagnósticos,Saúde,Análises e Diagnósticos,Análises e Diagnósticos
HBOR3,HELBOR,HBOR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20877,HELBOR EMPREENDIMENTOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-HBOR3,https://www.google.com/search?q=HELBOR Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
HBRE3,HBR REALTY,HBRE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25402&idioma=pt-br,HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A,https://br.tradingview.com/symbols/BMFBOVESPA-HBRE3,https://www.google.com/search?q=HBR REALTY Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBSA3,HIDROVIAS,HBSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22675&idioma=pt-br,HIDROVIAS BRASIL SA,https://br.tradingview.com/symbols/BMFBOVESPA-HBSA3,https://www.google.com/search?q=HIDROVIAS Transporte Hidroviário,Transporte Hidroviário,Bens Industriais,Transporte,Transporte Hidroviário
HBTS3,HABITASUL,HBTS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3298,CIA HABITASUL DE PARTICIPACOES,https://br.tradingview.com/symbols/BMFBOVESPA-HBTS3,https://www.google.com/search?q=HABITASUL Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBTS5,HABITASUL,HBTS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3298,CIA HABITASUL DE PARTICIPACOES,https://br.tradingview.com/symbols/BMFBOVESPA-HBTS5,https://www.google.com/search?q=HABITASUL Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
HBTS6,HABITASUL,HBTS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3298,CIA HABITASUL DE PARTICIPACOES,https://br.tradingview.com/symbols/BMFBOVESPA-HBTS6,https://www.google.com/search?q=HABITASUL Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
